,Ano,ID Eleccion,ID Region,Region,Territorio,Candidato,Sexo,Edad,ID Partido,Partido
366,2013,diputados,12.0,de magallanes y de la antartica chilena,distrito electoral 60,boric font gabriel,hombre,27,ind,independiente
367,2013,diputados,12.0,de magallanes y de la antartica chilena,distrito electoral 60,utz contreras rodrigo,hombre,48,ind,independiente
368,2013,diputados,12.0,de magallanes y de la antartica chilena,distrito electoral 60,morano cornejo juan enrique,hombre,61,pdc,partido democrata cristiano
369,2013,diputados,12.0,de magallanes y de la antartica chilena,distrito electoral 60,rubilar ruiz domingo,hombre,46,ppd,partido por la democracia
372,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,rojas mendoza lorena,mujer,39,rn,renovacion nacional
373,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,melero abaroa patricio,hombre,57,udi,union democrata independiente
374,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,reyes villegas daniela,mujer,28,ind,independiente
375,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,torres salazar nelida,mujer,58,ind,independiente
376,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,rovira soto gonzalo,hombre,53,ind,independiente
377,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,silber romo gabriel,hombre,37,pdc,partido democrata cristiano
378,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,olivares sepulveda raul,hombre,48,ph,partido humanista
379,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,valenzuela vargas juan enrique,hombre,78,ind,independiente
380,2013,diputados,13.0,metropolitana de santiago,distrito electoral 16,maldonado olivares ricardo,hombre,49,pp,partido progresista
381,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,rubilar barahona karla,mujer,36,rn,renovacion nacional
382,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,carvacho saez ruben,hombre,32,udi,union democrata independiente
383,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,jofre rivano pablo,hombre,48,ind,independiente
384,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,sepulveda rojas andres eugenio,hombre,35,ind,independiente
386,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,burmeister lobato jose,hombre,36,pdc,partido democrata cristiano
389,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,urzua arredondo luis alberto,hombre,55,ph,partido humanista
390,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,cuellar godoy caroll,mujer,34,pp,partido progresista
391,2013,diputados,13.0,metropolitana de santiago,distrito electoral 17,jimenez perez rolando,hombre,53,pp,partido progresista
393,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,escobar escobar daniel,hombre,47,udi,union democrata independiente
394,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,lisperguer sanchez carlos,hombre,53,igualdad,partido igualdad
396,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,girardi lavin cristina,mujer,51,ppd,partido por la democracia
397,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,lopez baldoma juan,hombre,59,ph,partido humanista
398,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,torres de la barra alejandro,hombre,45,ph,partido humanista
399,2013,diputados,13.0,metropolitana de santiago,distrito electoral 18,san martin flores ivan gerardo,hombre,49,ind,independiente
402,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,nogueira fernandez claudia,mujer,43,udi,union democrata independiente
403,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,cofre pinto roberto,hombre,27,ind,independiente
404,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,cariola oliva karol,mujer,26,pcch,partido comunista de chile
405,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,santelices altamirano oscar,hombre,54,ppd,partido por la democracia
406,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,mendez rojas claudio,hombre,28,ph,partido humanista
407,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,puran puran eduard patricio,hombre,38,ph,partido humanista
408,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,sazo bolbaran galvarino andres,hombre,35,pp,partido progresista
409,2013,diputados,13.0,metropolitana de santiago,distrito electoral 19,valdes valencia juan francisco,hombre,35,pp,partido progresista
410,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,almendares calderon alejandro,hombre,55,rn,renovacion nacional
411,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,lavin leon joaquin,hombre,34,udi,union democrata independiente
412,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,fuentes soto jose,hombre,55,igualdad,partido igualdad
413,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,pizarro sierra lorena,mujer,47,pcch,partido comunista de chile
414,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,auth stewart pepe,hombre,56,ppd,partido por la democracia
415,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,mix jimenez claudia nathalie,mujer,44,ph,partido humanista
416,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,munoz san martin julio,hombre,46,ph,partido humanista
419,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,alvarez aguilar maria teresa,mujer,48,ind,independiente
420,2013,diputados,13.0,metropolitana de santiago,distrito electoral 20,lagos miranda camilo,hombre,39,pp,partido progresista
421,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,sabat fernandez marcela,mujer,32,rn,renovacion nacional
422,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,labbe martinez jose,hombre,32,udi,union democrata independiente
423,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,figueroa cerda francisco,hombre,27,ind,independiente
424,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,villarroel novoa cristian orlando,hombre,38,pev,partido ecologista verde
425,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,roman andone rodrigo,hombre,42,igualdad,partido igualdad
426,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,pavlovic jeldres sebastian,hombre,38,pdc,partido democrata cristiano
427,2013,diputados,13.0,metropolitana de santiago,distrito electoral 21,fernandez allende maya,mujer,42,ps,partido socialista de chile
